"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1951049181218611269","Thu Jul 31 22:35:48 +0000 2025","0","(Exclusive Glowby X Jedar El) Bundling Skin Serum dan Hair Lotion Mencerahkan dan Melebatkan Rambut Bayi dan Anak https://t.co/FnX0t7XTwS","1951049181218611269","","","in","","0","0","0","https://x.com/undefined/status/1951049181218611269","198830994",
"1951049157457609212","Thu Jul 31 22:35:42 +0000 2025","0","JENNA Blazer Outer x MSD-Blazer outer hijab katun linen flowy korean Style kerja casual Nyaman Santai Tangan Panjang Wanita https://t.co/RXzaXfCd7X","1951049157457609212","","","in","","0","0","0","https://x.com/undefined/status/1951049157457609212","82666759",
"1951047986181710017","Thu Jul 31 22:31:03 +0000 2025","0","Bangke bangke sengaja gamau ngobrol sama gojek malah dianya yang ngantuk jir. Terpaksa ngobrol sampe tujuan ","1951047986181710017","","","in","","0","2","0","https://x.com/undefined/status/1951047986181710017","1782392484586463232",
"1951047876777484794","Thu Jul 31 22:30:37 +0000 2025","0","Polresta Bogor Kota berhasil mengamankan salah satu pelaku pengeroyokan yang menyebabkan luka tusukan terhadap seorang remaja di kawasan Shelter Gojek depan Mall Botani Square Kelurahan Tegallega Kecamatan Bogor Tengah Kamis (31/7/2025) sekitar pukul 18.00 WIB. https://t.co/jOSJdObHBp","1951047876777484794","https://pbs.twimg.com/amplify_video_thumb/1951047772888768513/img/MEaSbTD7VAD7Pfr7.jpg","","in","","0","1","0","https://x.com/undefined/status/1951047876777484794","337552830",
"1951047240254132332","Thu Jul 31 22:28:05 +0000 2025","0","BOSS Celana Panjang Formal Pria Regular Fit HT Hitam https://t.co/JD1g6zDgb6","1951047240254132332","","","in","","0","0","0","https://x.com/undefined/status/1951047240254132332","256407664",
"1951046988599799839","Thu Jul 31 22:27:05 +0000 2025","0","Hada Labo Gokujyun Face Wash 100g https://t.co/trvIZ1AWR8","1951046988599799839","","","in","","0","0","0","https://x.com/undefined/status/1951046988599799839","256407664",
"1951046580599136611","Thu Jul 31 22:25:28 +0000 2025","0","BELINYA DISINI YA.. Bendera Merah Putih Bahan Katun Tebal Full Ukuran 90x60 150x100 120x80 180x120 Pilihan Ukuran Sesuai Kebutuhan Anda Kain https://t.co/X0P21ykF47","1951046580599136611","","","in","","0","0","0","https://x.com/undefined/status/1951046580599136611","1890680669229178880",
"1951046377326379502","Thu Jul 31 22:24:39 +0000 2025","0","BELINYA DISINI YA.. Bendera Merah Putih 100x170cm Bahan Satin Peles https://t.co/MwGwb306If","1951046377326379502","","","in","","0","0","0","https://x.com/undefined/status/1951046377326379502","1890680669229178880",
"1951045908470309350","Thu Jul 31 22:22:47 +0000 2025","0","BELINYA DISINI AJA.. Bendera Jumbo Merah Putih 300 x 200 HUT RI Spanduk Dekorasi Luar ruangan Satin https://t.co/aFgUzb8QAa","1951045908470309350","","","in","","0","0","0","https://x.com/undefined/status/1951045908470309350","1890680669229178880",
"1951045722276602341","Thu Jul 31 22:22:03 +0000 2025","0","Pupuk Organik DIGROW / PUPUK CAIR ORGANIK DIGROW 1 liter Bunga Tanah Tanaman Alami https://t.co/8180GUbaay","1951045722276602341","","","in","","0","0","0","https://x.com/undefined/status/1951045722276602341","461831557",
